meeting_id,category,subcategory,meeting_lat,meeting_lng,time_slot,location_type,vibe,expected_cost,max_participants
315,스터디,코딩,37.6613561139051,127.099327520449,evening,indoor,진지한,6950,4
316,소셜,볼링,37.47692167790248,127.17219103678546,evening,indoor,즐거운,15843,7
317,스포츠,등산,37.662288968066655,126.85381019691567,morning,outdoor,활기찬,3576,12
318,맛집,양식,37.688687462501775,127.06144118101409,evening,indoor,힐링,28130,7
319,문화예술,공연,37.57373428096268,127.04691643042105,afternoon,indoor,감성적인,11087,5
320,문화예술,공방체험,37.608085291334866,127.17284094618289,afternoon,indoor,감성적인,20292,6
321,스포츠,축구,37.668290867995594,126.99007908778277,evening,outdoor,에너지 넘치는,2144,7
322,취미활동,그림,37.541086543010955,126.98352278170762,afternoon,indoor,창의적인,22848,6
323,맛집,한식,37.570742471136285,126.95294583916669,evening,indoor,힐링,25802,5
324,맛집,이자카야,37.56944549418806,126.98820203159693,evening,indoor,여유로운,37051,5
325,스터디,코딩,37.441756340827396,126.80135513919305,evening,indoor,진지한,1962,4
326,취미활동,쿠킹,37.53853344673415,126.90256286327548,evening,indoor,창의적인,16471,6
327,소셜,당구,37.66251035937358,127.04566508104648,evening,indoor,즐거운,24260,9
328,스포츠,러닝,37.68630378548699,126.8989405487271,evening,outdoor,활기찬,4394,11
329,맛집,한식,37.654016597119025,126.92342659903557,evening,indoor,힐링,15965,5
330,맛집,일식,37.45790449562171,127.15309683048284,afternoon,indoor,힐링,39196,7
331,소셜,당구,37.44000560202608,126.85319943482985,evening,indoor,활기찬,16646,4
332,스포츠,사이클링,37.42887394734221,127.03568468938104,morning,outdoor,에너지 넘치는,5380,6
333,맛집,일식,37.624925863609114,126.85450080562255,afternoon,indoor,힐링,21064,5
334,취미활동,그림,37.458626775991505,126.80446183492472,evening,indoor,여유로운,28575,4
335,맛집,이자카야,37.69905466635783,126.90713796822357,evening,indoor,힐링,19138,6
336,스포츠,러닝,37.590200230224795,126.94566112764184,morning,outdoor,에너지 넘치는,7565,7
337,스포츠,러닝,37.462979549502045,127.11046074564226,morning,outdoor,에너지 넘치는,2247,10
338,스터디,독서토론,37.583395216115925,126.81779087552127,evening,indoor,진지한,6016,7
339,스터디,재테크,37.57388326976849,127.15086196014848,evening,indoor,진지한,6941,4
340,스터디,영어회화,37.478447871118284,127.08905888082442,evening,indoor,진지한,2570,7
341,스터디,재테크,37.446222719741925,127.05861403951229,evening,indoor,진지한,1461,5
342,카페,카페투어,37.413517874575916,126.87441362454851,morning,indoor,여유로운,19768,7
343,스터디,영어회화,37.63858611343917,127.05231189324198,evening,indoor,진지한,4700,4
344,취미활동,베이킹,37.46744386985306,127.19985425017018,evening,indoor,여유로운,30428,7
345,카페,브런치,37.481000613434176,127.06717469781923,morning,indoor,여유로운,14425,5
346,소셜,방탈출,37.550720838044036,127.1667914996074,evening,indoor,즐거운,15411,9
347,맛집,중식,37.46599733806908,126.80352593331779,afternoon,indoor,힐링,23610,6
348,스포츠,요가,37.513056794895235,127.08290716746657,morning,outdoor,활기찬,1961,11
349,소셜,당구,37.62909410975697,126.83878055705068,evening,indoor,활기찬,16162,6
350,맛집,중식,37.41917339628474,126.86639778427005,evening,indoor,힐링,28484,7
351,스터디,코딩,37.62725294684555,126.8471915997748,evening,indoor,진지한,6665,5
352,소셜,볼링,37.590637153885666,126.86236049741598,evening,indoor,즐거운,13025,7
353,맛집,중식,37.4404161335272,126.96319659338783,evening,indoor,힐링,35415,5
354,취미활동,그림,37.407689674965326,127.16989899034574,afternoon,indoor,여유로운,25485,9
355,소셜,보드게임,37.41796238801641,127.184666708873,evening,indoor,활기찬,17600,9
356,스포츠,사이클링,37.5194629892354,127.10878577373995,evening,outdoor,에너지 넘치는,4016,6
357,카페,카페투어,37.4386439221289,127.14212578574518,morning,indoor,감성적인,18890,5
358,소셜,방탈출,37.613585896419664,126.99729739837338,evening,indoor,활기찬,19387,8
359,스터디,코딩,37.431391342078285,127.10540083388815,evening,indoor,진지한,4086,6
360,취미활동,베이킹,37.53810116948082,126.8464069548492,evening,indoor,창의적인,23648,4
361,맛집,일식,37.46151652802565,127.05830382861228,evening,indoor,힐링,26804,5
362,소셜,보드게임,37.69707969191868,127.09773473712868,evening,indoor,즐거운,14561,6
363,스터디,재테크,37.521530638114136,127.18479756394673,evening,indoor,진지한,651,5
364,스터디,코딩,37.5161873521026,127.04008101883703,evening,indoor,진지한,4109,7
365,카페,디저트,37.59345157880606,126.89377953952321,morning,indoor,힐링,12568,4
366,취미활동,베이킹,37.65033626446751,126.94431536043149,evening,indoor,창의적인,21054,5
367,맛집,일식,37.6867492489049,127.12014426146264,afternoon,indoor,여유로운,28454,7
368,문화예술,공방체험,37.582627497538866,126.96471281099431,evening,indoor,감성적인,13290,8
369,스터디,코딩,37.45400541351524,126.97344241336381,evening,indoor,진지한,6455,4
370,소셜,방탈출,37.657713898912,126.83069094877128,evening,indoor,활기찬,10903,7
371,맛집,양식,37.48247250124467,127.08671908667975,evening,indoor,힐링,23120,7
372,스터디,재테크,37.46442609974753,127.13378949738505,evening,indoor,진지한,3362,5
373,카페,디저트,37.476794227652896,126.81280722132777,morning,indoor,감성적인,14208,4
374,소셜,방탈출,37.67132760269515,126.87924167769643,evening,indoor,활기찬,17211,8
375,맛집,이자카야,37.59850251821526,126.9244166820228,evening,indoor,여유로운,23487,6
376,카페,브런치,37.50549432023417,127.16235056883848,morning,indoor,감성적인,13500,5
377,문화예술,공방체험,37.467023763478885,126.8323387206573,afternoon,indoor,감성적인,22175,6
378,스터디,독서토론,37.522322074078915,127.13241452530907,evening,indoor,진지한,5288,4
379,카페,카페투어,37.54561171136137,126.94156233050275,afternoon,indoor,힐링,11658,5
380,맛집,양식,37.45838577629737,126.95628697690185,evening,indoor,여유로운,21165,7
381,문화예술,공방체험,37.400800450402784,127.15752341728665,afternoon,indoor,창의적인,11339,9
382,맛집,양식,37.607784033027535,127.0368760721717,evening,indoor,힐링,23922,5
383,소셜,당구,37.67182923489314,126.85229060662691,evening,indoor,활기찬,23050,8
384,취미활동,그림,37.421071191760845,127.07558231606846,afternoon,indoor,창의적인,32408,6
385,소셜,보드게임,37.477153140807324,127.02563396867545,evening,indoor,즐거운,23762,4
386,맛집,일식,37.494435687115086,126.82093950672383,afternoon,indoor,힐링,31037,6
387,취미활동,쿠킹,37.69809063454789,126.83683897111621,evening,indoor,창의적인,32543,4
388,소셜,볼링,37.66249311758724,127.1696311221177,evening,indoor,활기찬,12902,5
389,스터디,코딩,37.66861888029304,126.82020809066893,evening,indoor,진지한,5326,4
390,문화예술,갤러리,37.53809809543335,127.02658664239185,afternoon,indoor,감성적인,14383,9
391,소셜,볼링,37.54678704725113,126.87637954355017,evening,indoor,즐거운,16235,7
392,문화예술,공연,37.42825090947417,126.90693181934508,evening,indoor,창의적인,15598,7
393,카페,브런치,37.57232854490094,127.07825608628758,morning,indoor,여유로운,17123,5
394,소셜,보드게임,37.49335008943143,126.99614321406608,evening,indoor,활기찬,16094,4
395,맛집,이자카야,37.44001437099132,127.06184859831882,evening,indoor,힐링,39705,5
396,취미활동,플라워,37.52668763385075,126.90102442850781,evening,indoor,창의적인,30099,4
397,문화예술,공연,37.61620036023805,126.81942017088355,afternoon,indoor,창의적인,9428,8
398,스터디,코딩,37.55278669720398,127.01293909118185,evening,indoor,진지한,2141,7
399,문화예술,갤러리,37.68906487981726,126.97748610764809,afternoon,indoor,창의적인,5265,6
400,스포츠,사이클링,37.4650829676222,126.82446870206637,morning,outdoor,활기찬,4418,13
401,스포츠,요가,37.615532442420665,126.95681181392143,evening,outdoor,활기찬,5600,12
402,스포츠,요가,37.622498242842894,127.09378735435013,evening,outdoor,에너지 넘치는,2114,8
403,문화예술,공연,37.647880744958776,127.09253803807411,afternoon,indoor,창의적인,10450,7
404,취미활동,쿠킹,37.50865362726744,127.09364981746279,afternoon,indoor,창의적인,30786,6
405,문화예술,공연,37.66932907325576,127.00777720702177,afternoon,indoor,창의적인,22214,6
406,스터디,재테크,37.57085356080333,127.15064211134825,evening,indoor,진지한,7425,7
407,스터디,영어회화,37.43444870951641,127.18262158693314,evening,indoor,진지한,2946,4
408,문화예술,갤러리,37.405447389682124,127.08898452413558,evening,indoor,감성적인,12982,5
409,취미활동,베이킹,37.523154992108765,127.14645150091692,afternoon,indoor,즐거운,33979,9
410,취미활동,쿠킹,37.44866887132895,126.92397196369167,afternoon,indoor,여유로운,28763,5
411,소셜,방탈출,37.43646522821927,126.84656114046629,evening,indoor,활기찬,21572,8
412,소셜,당구,37.44420582980502,126.86398516698706,evening,indoor,즐거운,22936,4
413,스터디,재테크,37.58285153673483,126.94713288972838,evening,indoor,진지한,3325,7
414,소셜,보드게임,37.68291464319129,126.87185353054886,evening,indoor,즐거운,24386,7
415,소셜,볼링,37.670658287036716,126.80476178753914,evening,indoor,활기찬,14936,9
416,취미활동,쿠킹,37.467637216021295,126.82595968689269,afternoon,indoor,여유로운,31866,7
417,맛집,중식,37.57793383349742,126.94892592310971,afternoon,indoor,힐링,21842,4
418,소셜,방탈출,37.61714083298916,127.16218747685497,evening,indoor,즐거운,18536,5
419,카페,디저트,37.5606374926878,127.16756110573827,morning,indoor,여유로운,17444,5
420,문화예술,갤러리,37.46202399372207,127.04865183121728,afternoon,indoor,창의적인,10303,7
421,스터디,코딩,37.635091490644356,126.92073564809901,evening,indoor,진지한,4099,7
422,스터디,영어회화,37.58193733266307,127.1021355718016,evening,indoor,진지한,7213,6
423,취미활동,쿠킹,37.47681334591284,126.84795735485795,evening,indoor,여유로운,17830,7
424,맛집,중식,37.48251633430415,127.13394476722657,afternoon,indoor,여유로운,16422,7
425,스터디,독서토론,37.52882563605568,126.97651512111997,evening,indoor,진지한,525,5
426,맛집,중식,37.54807183798069,127.07861882571429,afternoon,indoor,힐링,22417,7
427,카페,브런치,37.48011828207181,126.97605768261518,afternoon,indoor,감성적인,16096,6
428,스터디,코딩,37.5675176348986,126.81243784877722,evening,indoor,진지한,3691,7
429,카페,브런치,37.538748282203734,126.91177696889436,morning,indoor,힐링,18742,7
430,카페,베이커리,37.456151934478086,127.10932161604575,morning,indoor,여유로운,13511,5
431,취미활동,베이킹,37.57870419074693,127.18839013194403,afternoon,indoor,창의적인,26593,9
432,스터디,영어회화,37.50979892248698,127.13167805640637,evening,indoor,진지한,3198,5
433,카페,베이커리,37.49078668552457,127.04492535393877,morning,indoor,힐링,17267,6
434,문화예술,갤러리,37.4971552659671,127.0546121237656,evening,indoor,창의적인,15657,8
435,맛집,양식,37.599306185797815,126.8983353350722,afternoon,indoor,여유로운,25906,6
436,소셜,당구,37.645023583841805,127.10453986248116,evening,indoor,활기찬,12210,9
437,문화예술,공방체험,37.402470872477586,127.15188821322408,evening,indoor,창의적인,23945,5
438,맛집,양식,37.61213618418331,127.0350676205893,afternoon,indoor,힐링,28845,6
439,맛집,이자카야,37.40335979157671,126.98322677562916,afternoon,indoor,여유로운,31608,4
440,맛집,양식,37.43492009534911,126.81555832489873,evening,indoor,힐링,31128,5
441,문화예술,전시회,37.686277532454596,126.85691448744437,afternoon,indoor,창의적인,6358,8
442,맛집,일식,37.683450635906226,127.11184345701699,afternoon,indoor,힐링,26374,4
443,카페,카페투어,37.63164569944794,127.14424069994412,morning,indoor,여유로운,16844,4
444,스포츠,축구,37.4941205776534,126.97703560932979,morning,outdoor,활기찬,8369,11
445,카페,카페투어,37.44208550383639,127.15462564505246,morning,indoor,여유로운,11646,5
446,맛집,중식,37.453469929673474,127.14367287976445,afternoon,indoor,힐링,24963,7
447,문화예술,공연,37.615705146353584,127.12031336534956,afternoon,indoor,감성적인,7308,7
448,취미활동,그림,37.453193376056795,127.14506962813276,afternoon,indoor,여유로운,15087,6
449,카페,베이커리,37.40566167637718,126.85092770490212,morning,indoor,감성적인,19679,7
450,취미활동,베이킹,37.63075603699878,126.97154174452265,afternoon,indoor,즐거운,22436,6
451,소셜,방탈출,37.52590168764718,127.19255084173048,evening,indoor,즐거운,12085,5
452,취미활동,베이킹,37.639466354476404,126.97322980205783,evening,indoor,창의적인,18815,6
453,스터디,재테크,37.468340226713856,126.87974005157787,evening,indoor,진지한,3403,4
454,맛집,중식,37.40556445871732,127.08988171005943,afternoon,indoor,힐링,22833,4
455,문화예술,공연,37.696967648671965,126.96275162504986,afternoon,indoor,감성적인,8395,8
456,스터디,독서토론,37.63635941587567,126.90155360438443,evening,indoor,진지한,6109,6
457,소셜,당구,37.5345839758489,127.15325322493099,evening,indoor,즐거운,16788,5
458,스포츠,사이클링,37.41600469836496,127.1390296119161,evening,outdoor,활기찬,4887,14
459,소셜,보드게임,37.51959240055891,126.84785217580642,evening,indoor,활기찬,11492,9
460,스포츠,러닝,37.524774959879814,126.92215259278738,morning,outdoor,활기찬,3757,10
461,카페,디저트,37.62876053361621,126.9027253924069,morning,indoor,힐링,18313,6
462,스포츠,요가,37.60211349431626,126.80310385933497,morning,outdoor,에너지 넘치는,1928,9
463,스포츠,요가,37.539320871896194,127.12699930261027,evening,outdoor,에너지 넘치는,4958,7
464,문화예술,공연,37.6357401395564,126.91850230132671,afternoon,indoor,감성적인,9477,6
465,스포츠,사이클링,37.56625810898462,127.08214253454217,morning,outdoor,활기찬,7580,7
466,스터디,독서토론,37.58656458916712,126.80998836017365,evening,indoor,진지한,3196,7
467,취미활동,플라워,37.50928722640207,126.89222025962815,evening,indoor,여유로운,26219,4
468,문화예술,갤러리,37.42435633611513,127.05085535762444,afternoon,indoor,창의적인,18441,4
469,스터디,코딩,37.478738093420205,127.05801253382079,evening,indoor,진지한,6788,6
470,맛집,양식,37.46464459483567,127.19942409939404,afternoon,indoor,힐링,32574,7
471,스터디,영어회화,37.61783182051083,126.9257906543466,evening,indoor,진지한,6631,6
472,문화예술,공방체험,37.47891545420358,126.82840043180215,evening,indoor,감성적인,22783,5
473,문화예술,갤러리,37.52027081677374,127.1044442353941,afternoon,indoor,창의적인,23806,4
474,맛집,이자카야,37.63608704314372,127.0184098373283,evening,indoor,힐링,16333,4
475,맛집,이자카야,37.492506521189696,127.15379861391754,evening,indoor,여유로운,23522,5
476,취미활동,플라워,37.432778466977254,127.1795743500006,evening,indoor,창의적인,25055,6
477,소셜,방탈출,37.67933935267066,126.94458043390982,evening,indoor,즐거운,21100,7
478,카페,디저트,37.641183059232816,127.11999666902221,morning,indoor,여유로운,14032,6
479,스터디,재테크,37.464869868317294,126.82779199395341,evening,indoor,진지한,4563,5
480,취미활동,플라워,37.47573273890839,127.03060631619546,evening,indoor,창의적인,19001,5
481,문화예술,공연,37.67036720689334,126.85044107839497,evening,indoor,감성적인,22028,7
482,문화예술,공연,37.56403613744848,127.0974357626085,afternoon,indoor,창의적인,14040,5
483,맛집,양식,37.53518702753245,126.9695599007988,evening,indoor,여유로운,38626,5
484,맛집,한식,37.56989348645573,127.0848218134765,afternoon,indoor,여유로운,26595,7
485,소셜,보드게임,37.56944383432585,127.14437219303149,evening,indoor,즐거운,17355,8
486,스포츠,러닝,37.476109048998744,127.14790742720557,evening,outdoor,에너지 넘치는,8083,8
487,스포츠,등산,37.456444078162825,127.15520353840105,evening,outdoor,에너지 넘치는,5205,6
488,카페,디저트,37.41103333781992,127.16173313901302,afternoon,indoor,여유로운,19479,5
489,문화예술,공연,37.64330650678767,126.84358865172156,evening,indoor,창의적인,22890,8
490,카페,브런치,37.59913002083651,126.96568022172185,morning,indoor,여유로운,17844,7
491,스터디,영어회화,37.66992788461048,126.93446386599403,evening,indoor,진지한,2354,7
492,문화예술,갤러리,37.5544939431945,126.85229389578313,afternoon,indoor,창의적인,18124,4
493,카페,디저트,37.64169107758248,126.95101816919822,morning,indoor,여유로운,13514,5
494,소셜,볼링,37.426320178178806,127.13536509246696,evening,indoor,활기찬,13584,8
495,취미활동,그림,37.5086685091816,126.88698483343656,afternoon,indoor,여유로운,15749,5
496,소셜,볼링,37.56553378511771,126.90962168297182,evening,indoor,활기찬,21867,5
497,소셜,방탈출,37.42141010416681,127.10422324620797,evening,indoor,활기찬,16961,7
498,맛집,중식,37.423278674592844,126.85803577865565,evening,indoor,여유로운,15562,4
499,문화예술,전시회,37.58708778418918,126.99267993520493,afternoon,indoor,감성적인,24723,9
500,소셜,볼링,37.66597598031811,126.80967121750166,evening,indoor,즐거운,15286,7
